18
801 1713
731 864 533
329 415 575
351 626 845
893 393 870
717 226 532
338 3 810
495 10 539
593 814 510
602 879 425
594 769 248
656 616 26
4 386 226
657 375 810
658 123 765
117 372 853
15 122 182
117 875 486
610 722 265
189 234 920
749 81 130
542 591 762
754 404 733
876 829 528
795 166 753
362 481 698
99 161 880
505 860 791
129 344 916
695 103 144
627 625 991
238 545 247
414 480 448
505 806 516
887 750 12
569 686 428
151 658 124
472 653 214
837 810 888
625 716 4
496 693 258
382 225 888
856 826 833
354 432 704
235 816 412
489 460 391
798 400 890
868 510 635
790 229 249
556 10 146
344 627 510
716 522 765
824 129 923
229 889 772
548 55 488
384 7 890
305 695 384
13 594 693
554 278 655
820 105 491
326 140 714
481 75 858
428 763 143
557 299 387
560 635 7
666 505 718
891 688 447
571 46 700
233 745 104
842 227 770
486 724 894
755 418 287
271 429 421
690 628 991
348 676 967
721 657 934
17 786 277
751 769 328
376 614 560
504 409 308
531 100 254
711 644 476
381 753 398
665 882 589
495 362 677
161 890 686
180 507 733
617 725 90
478 566 515
88 100 799
51 735 124
516 104 637
390 786 817
816 404 454
311 498 937
767 797 584
492 529 184
462 663 875
167 282 464
868 395 144
574 659 389
122 104 962
876 416 701
99 551 40
15 899 46
504 639 139
339 775 301
161 778 164
817 136 321
501 340 435
818 354 372
677 791 313
375 351 417
414 350 981
666 17 803
740 541 104
105 351 260
84 20 234
214 612 876
720 135 120
184 786 851
313 83 693
732 240 755
509 123 556
737 157 401
204 800 320
355 207 600
10 578 50
249 323 605
189 664 218
160 497 2
120 812 453
469 185 850
62 456 895
88 712 378
723 800 66
403 35 557
238 39 667
554 507 545
542 290 705
413 376 307
45 166 210
64 242 760
861 177 197
806 851 871
548 481 822
316 422 919
534 672 632
193 874 845
755 456 404
18 443 293
717 73 968
777 52 132
275 390 534
681 649 286
224 247 911
504 530 42
635 159 194
260 341 508
78 194 126
319 521 66
555 155 753
295 314 874
717 844 234
12 640 767
17 373 675
379 219 884
775 645 52
734 205 328
774 747 244
848 288 832
154 26 62
347 634 641
561 414 206
113 217 800
209 834 741
237 372 660
469 123 333
177 185 51
241 735 230
536 416 867
887 616 668
61 831 384
624 612 405
883 152 959
392 407 540
447 784 819
494 596 219
527 386 812
455 318 963
355 629 315
510 651 34
416 97 218
542 161 348
649 354 501
213 288 105
450 177 810
559 43 755
106 874 175
12 403 543
889 295 715
182 886 909
741 150 348
193 66 728
195 762 6
251 483 650
15 68 127
814 884 579
278 869 313
23 391 940
667 136 330
737 373 124
307 779 326
250 712 464
335 884 690
844 341 593
848 431 268
486 445 951
196 427 360
231 72 880
897 529 528
868 541 511
228 387 248
549 511 262
32 776 349
672 62 271
518 55 64
748 403 735
51 692 537
318 658 795
197 695 941
756 439 522
36 817 491
275 104 918
93 177 940
512 756 268
170 69 599
211 616 784
614 286 545
436 448 755
77 369 64
294 886 708
473 438 796
19 753 496
66 773 547
276 451 936
572 93 524
328 59 889
565 321 403
622 846 211
141 416 234
781 838 668
676 659 55
627 317 492
269 736 827
430 237 655
220 516 939
649 527 795
877 834 648
660 639 79
84 297 509
470 467 976
126 25 842
497 189 25
109 210 365
154 466 572
536 96 20
134 234 561
575 715 744
303 281 118
711 23 589
280 506 993
248 685 35
136 741 109
268 744 996
130 347 321
393 528 528
151 830 901
79 378 888
218 898 855
741 471 997
704 783 468
164 661 115
573 374 389
827 215 490
132 625 168
82 282 914
390 869 169
628 139 663
871 758 166
627 490 789
80 541 234
556 187 131
138 599 289
241 51 287
95 837 521
651 811 904
825 330 806
94 646 555
881 705 287
232 794 220
695 697 898
399 364 670
667 46 947
553 69 180
813 692 197
772 62 724
211 494 858
467 364 594
64 122 555
858 393 665
329 645 191
545 203 772
330 624 357
544 358 706
354 93 737
647 559 347
122 443 506
434 428 755
803 402 758
254 581 53
27 339 259
826 869 970
856 652 943
32 709 780
150 161 4
702 275 634
454 663 285
645 880 267
57 826 528
593 888 268
55 422 733
879 192 690
561 603 973
406 114 414
828 712 148
8 112 775
892 314 420
368 167 570
493 181 316
382 17 43
365 875 979
836 319 975
173 51 802
861 752 703
827 249 443
640 537 731
798 528 291
875 779 726
275 830 523
192 234 379
368 687 743
178 760 232
420 443 138
274 28 467
451 847 115
7 80 184
593 852 570
25 534 191
839 360 833
769 338 150
235 394 895
771 333 814
819 570 809
404 563 476
120 678 995
515 448 909
592 17 953
595 165 956
285 26 633
89 84 740
335 792 715
610 639 392
618 690 574
143 256 497
639 592 647
814 629 670
724 308 971
677 503 872
607 541 777
101 197 140
514 660 576
773 130 243
554 663 680
205 239 761
7 258 421
603 72 352
149 399 365
272 259 887
850 519 38
212 625 697
870 170 422
752 462 533
668 28 266
244 605 659
852 569 450
231 615 570
481 485 389
331 820 641
380 200 711
259 128 555
36 102 511
275 554 630
481 287 604
603 306 7
341 767 487
612 548 410
630 348 338
889 515 914
483 215 737
588 754 715
690 798 821
370 642 991
805 772 764
730 208 927
540 593 161
141 598 796
181 646 382
164 624 242
822 140 61
247 26 23
692 574 886
860 515 211
307 396 832
473 527 154
473 230 160
152 570 697
675 558 337
780 860 505
340 197 57
310 19 223
30 599 250
52 784 123
114 639 255
854 673 444
370 340 164
295 150 568
29 260 184
522 301 308
211 761 100
495 25 273
884 85 785
392 355 646
558 735 65
451 784 935
51 444 866
601 159 961
394 24 869
614 51 325
300 767 743
781 230 676
663 404 8
601 791 401
65 597 826
536 551 194
357 691 149
875 290 1000
632 289 805
724 450 88
507 402 647
692 674 903
223 635 308
559 191 615
422 627 221
363 299 683
813 404 571
239 531 593
767 557 786
11 401 998
818 576 914
8 16 38
751 260 48
14 747 342
584 14 985
501 859 801
399 423 822
898 828 56
720 642 492
703 286 720
257 894 427
75 126 274
874 72 449
378 386 48
184 274 610
451 482 975
557 749 156
865 622 553
693 872 766
520 74 506
744 78 428
552 894 233
282 435 721
60 132 724
99 271 535
739 5 903
110 11 99
155 894 692
60 518 883
738 609 190
689 858 7
719 611 336
85 719 374
569 490 76
8 740 136
636 573 228
788 678 166
355 494 690
885 715 660
289 733 590
739 404 292
462 383 951
57 589 189
627 603 742
162 392 200
1 751 554
702 858 137
610 82 734
837 605 712
873 700 680
188 118 717
129 679 830
760 506 753
362 133 526
192 219 180
69 525 484
241 761 216
718 416 182
506 757 77
545 337 207
343 516 659
466 326 926
354 688 824
654 282 132
234 371 828
766 874 548
747 254 795
457 304 992
739 354 154
588 558 334
852 290 417
808 502 869
688 636 628
424 861 241
175 553 457
372 437 608
584 355 853
411 92 632
817 157 230
380 110 990
866 604 373
13 624 736
699 343 526
657 473 224
416 64 638
1 409 444
568 271 106
791 542 722
582 18 616
789 22 509
854 26 648
301 721 749
851 144 985
248 179 344
58 452 569
187 134 513
15 43 976
44 717 77
183 624 780
740 497 337
521 5 996
577 3 14
781 129 664
169 670 63
849 29 234
370 250 264
158 757 965
331 208 250
51 9 365
670 716 466
70 286 289
623 151 872
221 111 5
288 773 285
328 227 205
165 88 568
861 418 542
358 453 23
79 612 404
862 30 993
833 157 281
159 656 277
391 606 667
252 836 845
443 252 119
408 219 764
221 474 201
673 293 304
22 114 720
519 93 933
731 268 271
136 401 45
721 811 815
248 738 733
604 595 744
384 42 526
109 317 252
776 484 372
396 692 580
510 405 912
854 227 620
220 14 235
746 254 383
320 748 961
246 650 881
891 332 242
899 419 412
562 622 97
572 400 734
608 51 891
89 69 362
226 616 472
637 816 764
628 405 320
7 462 497
854 19 952
663 631 974
249 655 877
255 512 352
804 840 819
772 828 472
880 872 871
594 294 274
858 329 676
863 566 969
376 690 865
701 190 641
833 843 87
567 643 502
853 679 507
24 769 256
507 283 844
828 774 669
262 260 973
736 378 868
65 33 69
675 533 363
88 780 139
734 717 144
803 465 12
486 808 297
131 750 814
579 200 38
643 197 919
162 717 107
223 629 620
59 639 703
248 481 477
450 468 905
703 798 166
124 156 459
452 228 162
266 368 711
463 329 498
148 300 964
190 168 680
820 107 358
790 253 41
425 625 823
681 843 576
468 65 769
115 442 634
128 372 674
549 490 236
648 265 941
20 465 5
554 238 768
49 17 647
793 179 896
500 703 900
209 833 21
879 147 174
27 519 969
125 758 387
558 431 891
406 413 805
461 155 677
263 871 530
84 525 913
42 167 727
54 651 277
604 435 882
91 399 430
892 33 485
457 247 130
539 842 666
370 538 755
150 491 128
794 218 21
559 61 337
267 771 533
371 151 822
495 780 467
88 9 865
326 83 356
166 850 292
814 837 459
806 851 902
82 130 624
79 424 597
531 508 265
882 361 832
632 764 457
848 696 460
712 263 111
7 525 191
435 877 126
88 880 42
284 298 726
318 389 80
587 862 562
890 15 893
150 896 307
128 103 95
534 130 408
172 645 952
624 497 244
431 828 869
870 513 281
626 342 662
84 462 748
788 102 946
239 414 560
43 874 788
615 196 108
771 92 327
228 711 514
337 148 436
516 4 420
33 66 940
185 41 786
471 200 691
179 364 80
33 40 146
858 240 146
684 597 811
568 846 919
175 281 384
851 847 351
693 571 702
744 389 990
874 52 960
599 868 413
882 297 317
899 7 59
874 777 219
401 699 806
296 466 735
67 273 325
6 203 687
378 226 163
249 103 575
393 434 248
247 727 543
708 520 879
774 594 617
888 654 164
210 215 976
62 254 470
61 763 938
609 316 425
871 851 542
79 113 263
613 593 700
569 830 364
829 800 528
223 331 625
636 659 829
484 880 152
765 894 825
389 655 267
101 182 975
792 611 178
818 199 795
89 736 276
411 780 78
696 566 808
453 440 940
450 803 23
743 165 773
182 276 833
453 800 139
458 831 572
339 417 882
338 772 477
486 713 636
327 33 566
104 288 283
583 3 625
657 686 581
88 52 599
379 577 302
556 393 53
888 797 559
385 433 941
196 700 812
868 65 126
514 14 563
761 570 827
684 304 870
220 248 612
86 619 988
249 789 454
117 299 832
534 91 180
470 510 182
285 32 274
487 750 367
243 257 491
57 872 737
420 405 496
631 448 982
287 286 258
256 337 958
190 644 513
757 490 679
675 165 119
612 100 138
407 843 887
329 751 35
705 533 401
496 362 594
668 189 6
104 831 309
218 200 996
49 318 271
687 314 497
792 62 156
719 759 645
457 196 774
650 351 57
737 29 219
69 890 388
383 840 995
290 456 600
313 863 287
883 344 242
300 80 906
60 242 73
623 713 928
546 124 744
254 122 928
239 317 603
401 262 561
369 351 209
153 663 971
776 17 509
44 126 945
767 343 506
46 22 305
362 312 259
801 775 824
608 667 116
170 520 457
58 79 963
351 749 206
14 461 74
227 600 928
473 198 605
338 613 478
459 251 506
279 477 524
533 146 346
844 891 711
333 565 290
861 586 829
299 353 448
697 329 202
475 522 591
840 259 357
476 680 425
681 885 221
277 359 408
841 619 475
87 624 540
403 254 141
126 517 380
246 378 772
143 351 556
574 846 983
592 516 405
831 470 957
101 628 43
880 260 890
824 275 756
212 581 240
391 771 871
628 248 83
426 544 31
454 753 759
228 185 27
296 341 209
599 252 248
194 179 426
417 839 719
741 656 349
463 145 53
343 681 286
143 256 367
439 286 812
434 368 252
120 375 946
447 834 118
612 321 538
383 739 976
381 66 365
415 666 462
371 179 250
469 631 226
104 811 863
368 401 213
82 457 546
511 18 386
861 383 212
815 401 659
172 655 83
582 752 113
267 490 498
704 148 239
212 52 184
382 894 37
690 761 430
462 851 428
19 508 851
676 110 68
752 140 504
585 308 863
295 209 539
173 157 934
728 208 103
674 7 435
867 430 535
720 116 444
315 6 957
203 873 937
656 497 199
284 568 728
774 834 802
69 717 721
898 884 496
775 266 822
655 776 283
686 490 993
875 104 570
30 843 776
318 850 650
303 535 956
673 270 612
277 679 305
111 579 726
482 119 601
431 56 955
102 349 115
334 475 667
860 652 494
171 579 267
651 870 994
612 855 785
380 310 575
416 317 745
169 438 547
132 192 599
237 344 170
416 347 739
525 864 168
424 205 369
21 524 526
19 765 507
636 814 352
336 731 320
343 527 606
864 345 701
567 738 398
449 568 357
274 836 389
460 802 287
381 269 610
299 273 337
38 116 566
35 248 770
874 318 524
154 614 893
381 201 941
641 267 91
47 608 238
370 547 190
104 128 63
230 140 377
821 279 578
171 860 499
700 68 34
213 159 669
839 396 374
481 885 608
752 885 718
432 236 649
622 75 921
899 312 256
747 591 263
659 627 781
574 580 289
88 191 743
31 771 11
635 797 347
5 232 133
761 497 903
521 604 650
545 818 175
301 835 424
732 763 636
435 802 191
860 787 843
368 856 105
628 537 359
182 722 111
542 532 720
499 451 315
134 91 696
341 853 104
475 276 108
343 597 987
894 623 529
758 705 654
418 70 485
888 810 766
556 506 907
69 568 923
191 791 730
852 718 640
643 608 698
383 604 142
164 241 345
802 480 495
33 790 652
34 711 960
403 78 476
243 131 897
360 506 783
459 8 373
31 482 220
742 502 10
776 883 502
639 92 767
87 203 681
890 123 333
465 600 714
32 438 2
213 714 474
215 583 219
95 489 994
714 575 267
333 201 963
346 528 560
642 145 262
131 124 531
60 30 444
231 504 929
193 263 708
727 32 849
674 317 460
437 710 241
74 336 67
369 644 142
818 828 901
449 349 359
722 649 793
618 126 866
316 236 835
848 187 296
823 449 211
783 626 884
179 740 414
291 395 780
837 853 346
570 831 298
574 588 61
714 572 697
270 130 828
314 559 940
833 606 582
541 445 99
338 304 762
882 511 421
287 165 156
705 269 690
1 108 632
34 318 121
741 608 383
549 746 580
130 47 230
422 149 542
634 586 255
54 17 497
555 607 475
759 230 308
819 890 322
101 410 563
415 266 877
358 122 64
256 688 78
644 583 725
356 151 860
749 724 102
441 433 107
757 13 466
695 892 540
105 432 803
180 431 552
856 342 914
213 448 881
581 641 368
433 76 10
556 381 496
780 240 341
616 126 865
348 770 270
176 789 573
469 570 35
283 699 984
162 607 94
131 491 956
340 744 260
408 809 949
477 517 464
311 323 474
620 237 366
454 365 501
46 573 730
263 812 642
435 703 225
51 686 517
598 827 754
456 877 582
291 715 593
743 713 804
887 732 977
880 579 359
357 257 513
727 267 538
686 843 904
363 691 478
337 116 146
582 754 941
698 677 895
54 153 121
803 262 195
152 457 848
116 658 720
117 552 342
350 466 340
738 761 684
109 463 286
610 754 100
401 864 44
764 102 429
714 162 595
260 236 904
464 625 422
328 421 864
695 453 516
875 599 375
186 111 405
471 792 630
800 174 2
597 328 176
403 390 357
22 714 498
402 515 473
210 528 977
477 604 417
858 391 42
428 897 111
846 793 945
861 884 317
386 680 560
172 547 18
70 417 453
81 546 165
135 607 152
273 164 265
242 104 491
568 572 694
775 668 681
592 76 124
800 328 348
174 729 882
845 577 880
363 789 441
301 654 999
261 160 846
334 186 436
498 585 893
680 895 123
797 22 852
802 344 707
40 101 694
867 298 397
678 305 51
786 194 459
540 225 398
394 714 92
891 475 780
676 458 265
556 257 101
181 658 345
295 111 117
97 803 654
368 128 768
282 358 515
146 386 840
100 355 384
546 143 48
695 617 751
324 651 726
823 369 374
669 376 612
645 564 482
633 873 268
596 861 576
588 100 140
355 792 20
235 863 342
523 2 976
590 165 903
188 659 3
655 336 225
732 754 945
264 868 418
888 653 894
267 116 305
445 595 427
703 784 533
810 470 905
596 452 296
452 809 480
19 89 408
117 34 418
63 646 710
278 251 905
798 181 920
447 639 721
719 675 481
264 759 916
232 496 144
203 412 66
109 690 689
873 490 300
735 835 958
882 869 483
204 239 674
673 531 969
872 92 936
212 71 643
749 644 808
62 324 60
136 78 266
810 763 298
87 281 835
573 249 850
88 669 546
405 679 554
757 753 797
899 717 772
489 650 437
163 295 807
683 82 854
415 222 456
514 413 360
184 582 626
125 214 550
788 95 886
550 885 511
772 56 390
88 733 295
156 141 352
99 646 906
209 395 55
823 692 895
307 849 372
521 141 696
805 81 729
645 15 862
46 576 64
131 30 936
193 181 273
501 18 828
473 850 989
69 409 977
115 98 594
864 538 435
476 637 198
868 704 203
573 349 437
567 344 625
297 736 313
248 267 602
421 589 661
65 287 329
263 45 308
722 790 405
98 677 413
657 80 260
440 86 332
661 691 739
666 516 614
531 582 275
834 520 638
624 435 835
288 700 86
884 880 768
242 588 411
27 594 923
133 593 349
310 273 846
670 339 605
123 291 230
526 813 990
105 523 507
36 578 470
702 744 633
300 162 559
187 174 102
170 59 336
361 223 833
623 642 937
802 803 881
139 85 361
542 456 966
884 716 885
14 495 603
308 321 490
215 35 497
473 441 531
121 508 486
78 731 357
75 106 452
150 217 521
746 245 203
586 190 71
719 440 939
776 530 847
449 599 244
373 576 95
684 106 82
334 858 38
106 690 571
462 272 661
374 793 567
343 624 79
27 49 733
875 124 29
875 230 810
552 213 383
448 335 950
707 512 812
710 837 372
432 363 349
717 426 425
523 153 147
159 238 171
448 559 623
58 762 725
883 607 823
643 678 125
487 763 597
362 193 218
537 778 844
181 324 496
302 396 658
112 705 758
4 447 982
811 612 841
830 742 415
714 483 988
197 418 62
681 742 736
366 572 964
206 801 530
868 383 414
624 532 263
160 636 962
14 33 592
322 487 321
828 687 597
113 716 697
86 629 88
62 87 911
187 638 820
199 582 461
672 754 284
138 628 857
893 497 361
710 98 156
800 553 57
619 282 947
722 222 576
738 239 626
262 493 671
667 216 277
477 575 179
96 30 403
6 720 194
767 384 778
716 473 62
643 99 192
631 717 589
748 241 256
96 191 880
130 881 547
141 598 664
435 826 254
453 307 134
578 23 93
562 201 919
534 457 457
125 436 44
652 563 725
667 380 317
322 582 666
35 66 139
109 540 626
36 147 658
858 119 1
517 522 935
797 787 565
465 210 187
66 772 550
643 746 68
264 231 763
196 307 47
124 887 474
804 170 481
764 791 21
658 813 85
690 229 792
877 480 426
79 555 457
276 564 790
380 321 783
865 555 524
243 593 407
258 629 615
453 288 244
355 511 87
601 620 30
621 66 450
309 243 80
433 184 307
811 601 503
115 851 629
225 199 866
774 861 977
467 899 224
531 185 815
430 100 398
804 298 776
750 537 197
353 826 358
803 645 19
239 34 104
270 60 613
254 212 920
484 248 76
64 192 812
665 805 778
388 833 416
14 172 303
717 317 817
873 403 746
662 771 11
651 268 613
845 571 28
10 610 477
525 193 599
146 763 843
659 677 260
636 544 296
361 590 579
491 80 414
649 633 996
76 800 347
29 630 879
896 511 650
339 889 10
589 242 746
734 318 175
682 271 906
867 427 243
219 743 460
715 327 699
80 723 136
67 367 323
890 201 647
101 320 161
33 868 50
594 1 703
884 717 656
610 425 694
294 471 62
48 509 957
558 201 77
506 778 710
224 864 745
239 114 229
121 33 415
891 225 196
159 579 548
414 194 189
708 408 773
210 421 31
531 197 571
29 721 99
692 401 385
456 810 58
31 475 242
133 734 908
168 251 522
87 808 19
51 206 114
534 596 892
861 280 912
508 235 818
462 193 617
793 770 354
